user_id,action_date,action_name,error_message,device
4435,2022-09-13,courseslanding_start_now.click,NULL,desktop
4439,2022-09-22,checkout_monthly_completepayment.click.fail,"State field is required",desktop
4452,2023-01-11,courseslanding_start_now.click,NULL,desktop
4629,2022-12-02,checkout_annual_completepayment.click.fail,"year field is required",desktop
4723,2022-08-31,checkout_annual_completepayment.click.fail,"year field is required",desktop
4826,2023-01-27,courseslanding_start_now.click,NULL,desktop
4873,2022-07-20,courseslanding_start_now.click,NULL,desktop
5010,2022-12-15,courseslanding_start_now.click,NULL,mobile
5016,2022-07-24,courseslanding_start_now.click,NULL,mobile
5111,2022-10-22,checkout_annual_completepayment.click.success,NULL,desktop
5135,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
5470,2022-10-20,checkout_annual_completepayment.click.success,NULL,mobile
5554,2022-10-07,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
5652,2022-07-01,checkout_annual_completepayment.click.success,NULL,desktop
5782,2022-08-31,checkout_annual_completepayment.click.fail,"zip field is required",mobile
5785,2022-12-20,courseslanding_start_now.click,NULL,desktop
6026,2022-08-12,checkout_monthly_completepayment.click.success,NULL,desktop
6090,2022-10-14,courseslanding_start_now.click,NULL,desktop
6233,2022-09-22,checkout_monthly_completepayment.click.success,NULL,desktop
6239,2022-08-01,checkout_monthly_completepayment.click.fail,"year field is required",desktop
6270,2022-11-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
6359,2022-10-20,courseslanding_start_now.click,NULL,mobile
6474,2022-09-23,courseslanding_start_now.click,NULL,desktop
6657,2022-12-21,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
6819,2022-12-09,checkout_annual_completepayment.click.success,NULL,desktop
6907,2022-11-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
6926,2022-07-18,courseslanding_start_now.click,NULL,mobile
6957,2022-11-09,courseslanding_start_now.click,NULL,desktop
7034,2022-12-27,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop
7106,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop
7179,2022-08-31,checkout_annual_completepayment.click.fail,"number field is required",desktop
7278,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop
7282,2022-12-27,courseslanding_start_now.click,NULL,desktop
7347,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile
7437,2022-08-11,courseslanding_start_now.click,NULL,desktop
7488,2022-07-21,checkout_annual_completepayment.click.success,NULL,desktop
7521,2022-10-14,courseslanding_start_now.click,NULL,mobile
7620,2022-11-21,checkout_monthly_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
7649,2022-10-19,courseslanding_start_now.click,NULL,desktop
7696,2022-10-15,courseslanding_start_now.click,NULL,desktop
7752,2022-10-20,checkout_annual_completepayment.click.fail,"year field is required",desktop
7809,2022-08-22,courseslanding_start_now.click,NULL,mobile
7815,2022-07-21,courseslanding_start_now.click,NULL,desktop
7919,2022-10-14,courseslanding_start_now.click,NULL,desktop
7975,2022-12-22,checkout_annual_completepayment.click.success,NULL,desktop
8086,2023-01-01,courseslanding_start_now.click,NULL,desktop
8191,2022-07-09,checkout_annual_completepayment.click.fail,"number field is required",desktop
8503,2022-12-29,courseslanding_start_now.click,NULL,desktop
8555,2022-12-15,courseslanding_start_now.click,NULL,desktop
8678,2022-09-15,courseslanding_start_now.click,NULL,desktop
8765,2022-07-01,checkout_annual_completepayment.click.success,NULL,desktop
8877,2022-12-29,checkout_annual_completepayment.click.success,NULL,desktop
8878,2022-12-26,courseslanding_start_now.click,NULL,desktop
9018,2022-10-14,courseslanding_start_now.click,NULL,desktop
9055,2022-08-11,courseslanding_start_now.click,NULL,mobile
9061,2022-08-22,checkout_annual_completepayment.click.success,NULL,desktop
9100,2023-01-19,checkout_annual_completepayment.click.fail,"year field is required",desktop
9109,2022-12-15,courseslanding_start_now.click,NULL,mobile
9129,2022-12-20,courseslanding_start_now.click,NULL,mobile
9169,2022-08-31,checkout_annual_completepayment.click.success,NULL,desktop
9219,2022-11-16,courseslanding_start_now.click,NULL,desktop
9289,2022-09-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
9500,2022-08-02,courseslanding_start_now.click,NULL,mobile
9625,2022-12-10,courseslanding_start_now.click,NULL,desktop
9666,2022-07-06,checkout_annual_completepayment.click.fail,"number field is required",desktop
9734,2022-12-29,courseslanding_start_now.click,NULL,desktop
10034,2022-11-02,courseslanding_start_now.click,NULL,desktop
10051,2022-12-02,checkout_annual_completepayment.click.success,NULL,desktop
10055,2022-10-23,courseslanding_start_now.click,NULL,desktop
10218,2022-11-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
10313,2022-09-02,checkout_monthly_completepayment.click.fail,"State field is required",desktop
10524,2022-08-16,courseslanding_start_now.click,NULL,desktop
10549,2022-10-16,courseslanding_start_now.click,NULL,desktop
10790,2022-12-06,courseslanding_start_now.click,NULL,desktop
10905,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop
10917,2022-12-17,courseslanding_start_now.click,NULL,mobile
10990,2022-12-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
11070,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop
11327,2022-08-30,checkout_annual_completepayment.click.success,NULL,desktop
11353,2022-12-21,courseslanding_start_now.click,NULL,desktop
11361,2022-11-02,courseslanding_start_now.click,NULL,desktop
11711,2022-10-14,courseslanding_start_now.click,NULL,mobile
11717,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop
11793,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
11937,2022-10-14,courseslanding_start_now.click,NULL,desktop
12003,2022-07-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
12064,2022-11-30,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
12205,2022-11-21,checkout_monthly_completepayment.click.fail,"year field is required",desktop
12237,2022-08-03,courseslanding_start_now.click,NULL,mobile
12270,2022-08-31,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
12309,2023-01-31,courseslanding_start_now.click,NULL,desktop
12452,2023-01-12,courseslanding_start_now.click,NULL,mobile
12589,2022-12-20,checkout_annual_completepayment.click.fail,"An error occurred while processing your card. Try again in a little bit.",desktop
12900,2022-08-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
12930,2022-11-21,checkout_monthly_completepayment.click.fail,"number field is required",desktop
13006,2022-08-22,courseslanding_start_now.click,NULL,desktop
13022,2022-12-21,courseslanding_start_now.click,NULL,mobile
13157,2022-07-04,courseslanding_start_now.click,NULL,desktop
13282,2022-10-20,courseslanding_start_now.click,NULL,desktop
13290,2022-12-16,courseslanding_start_now.click,NULL,mobile
13344,2022-07-28,checkout_annual_completepayment.click.fail,"Your card is not supported for this currency. Please use a Visa or MasterCard card",desktop
13501,2022-08-31,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
13695,2022-11-28,checkout_annual_completepayment.click.fail,"month field is required",desktop
13832,2022-11-14,courseslanding_start_now.click,NULL,desktop
13853,2022-12-13,courseslanding_start_now.click,NULL,mobile
13983,2023-01-29,courseslanding_start_now.click,NULL,desktop
14057,2022-08-17,courseslanding_start_now.click,NULL,mobile
14290,2022-12-16,courseslanding_start_now.click,NULL,desktop
14357,2022-09-19,checkout_annual_completepayment.click.fail,"number field is required",mobile
14470,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
14491,2022-10-21,checkout_annual_completepayment.click.success,NULL,mobile
14514,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
14577,2022-12-15,courseslanding_start_now.click,NULL,desktop
14654,2022-07-23,courseslanding_start_now.click,NULL,desktop
14673,2022-10-31,courseslanding_start_now.click,NULL,desktop
14703,2022-09-20,courseslanding_start_now.click,NULL,desktop
14808,2022-12-04,courseslanding_start_now.click,NULL,desktop
14825,2022-12-19,checkout_annual_completepayment.click.fail,"year field is required",desktop
14954,2022-10-14,courseslanding_start_now.click,NULL,mobile
14987,2022-10-14,courseslanding_start_now.click,NULL,desktop
15126,2022-12-08,courseslanding_start_now.click,NULL,desktop
15496,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
15501,2022-11-02,checkout_coins_completepayment.click.fail,"number field is required",desktop
15510,2022-08-18,courseslanding_start_now.click,NULL,desktop
15630,2022-11-28,checkout_annual_completepayment.click.fail,"month field is required",desktop
15748,2022-07-28,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
15863,2022-08-16,courseslanding_start_now.click,NULL,desktop
16188,2023-01-30,courseslanding_start_now.click,NULL,desktop
16589,2023-01-12,checkout_quarterly_completepayment.click.success,NULL,desktop
16647,2022-11-20,checkout_monthly_completepayment.click.fail,"year field is required",desktop
16666,2022-08-26,courseslanding_start_now.click,NULL,desktop
16979,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile
17350,2022-10-16,courseslanding_start_now.click,NULL,desktop
17528,2022-11-15,courseslanding_start_now.click,NULL,desktop
17562,2023-01-05,courseslanding_start_now.click,NULL,desktop
17771,2022-10-04,courseslanding_start_now.click,NULL,mobile
17774,2022-12-23,courseslanding_start_now.click,NULL,desktop
17780,2022-08-18,checkout_monthly_completepayment.click.success,NULL,desktop
17823,2022-10-20,checkout_annual_completepayment.click.success,NULL,desktop
18005,2022-11-21,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
18049,2022-07-18,checkout_monthly_completepayment.click.success,NULL,desktop
18185,2022-12-15,courseslanding_start_now.click,NULL,mobile
18278,2022-08-23,courseslanding_start_now.click,NULL,mobile
18288,2022-09-25,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
18321,2022-10-11,courseslanding_start_now.click,NULL,desktop
18493,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",desktop
18531,2022-10-21,checkout_annual_completepayment.click.success,NULL,desktop
18533,2022-11-27,checkout_annual_completepayment.click.fail,"month field is required",desktop
18842,2022-12-14,courseslanding_start_now.click,NULL,desktop
19137,2022-11-28,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
19193,2022-09-23,checkout_annual_completepayment.click.fail,"year field is required",desktop
19389,2022-09-06,courseslanding_start_now.click,NULL,mobile
19677,2022-07-15,checkout_monthly_completepayment.click.success,NULL,desktop
19719,2022-07-28,courseslanding_start_now.click,NULL,desktop
19784,2022-12-21,checkout_annual_completepayment.click.fail,"year field is required",mobile
19821,2022-12-13,courseslanding_start_now.click,NULL,mobile
20405,2022-12-25,courseslanding_start_now.click,NULL,desktop
20455,2022-10-18,courseslanding_start_now.click,NULL,desktop
20664,2022-09-10,checkout_quarterly_completepayment.click.fail,"Your card was declined.",desktop
21446,2022-10-18,courseslanding_start_now.click,NULL,desktop
21603,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
21966,2022-10-20,checkout_annual_completepayment.click.fail,"month field is required",mobile
22264,2022-10-26,courseslanding_start_now.click,NULL,desktop
22389,2022-10-15,courseslanding_start_now.click,NULL,desktop
22842,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop
22887,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop
22942,2022-08-01,courseslanding_start_now.click,NULL,mobile
23287,2022-10-26,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
24318,2023-01-29,courseslanding_start_now.click,NULL,desktop
24414,2023-01-20,checkout_annual_completepayment.click.success,NULL,desktop
24540,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop
24687,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop
24911,2022-08-18,checkout_annual_completepayment.click.success,NULL,desktop
25047,2022-07-21,checkout_annual_completepayment.click.success,NULL,desktop
25402,2022-11-04,courseslanding_start_now.click,NULL,desktop
25507,2022-08-01,courseslanding_start_now.click,NULL,desktop
25813,2022-11-22,checkout_monthly_completepayment.click.success,NULL,desktop
26296,2022-10-16,courseslanding_start_now.click,NULL,mobile
26988,2023-01-28,courseslanding_start_now.click,NULL,desktop
27180,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop
27453,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop
27524,2022-11-03,courseslanding_start_now.click,NULL,desktop
27581,2022-09-18,courseslanding_start_now.click,NULL,desktop
28810,2022-10-20,courseslanding_start_now.click,NULL,mobile
28960,2022-11-23,checkout_annual_completepayment.click.fail,"number field is required",mobile
29185,2022-10-15,courseslanding_start_now.click,NULL,desktop
29416,2022-10-14,courseslanding_start_now.click,NULL,desktop
29545,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",desktop
29971,2023-01-29,courseslanding_start_now.click,NULL,mobile
30027,2022-07-21,courseslanding_start_now.click,NULL,desktop
30047,2022-07-14,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
30067,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop
30707,2022-07-29,checkout_annual_completepayment.click.success,NULL,desktop
31705,2023-01-18,checkout_annual_completepayment.click.fail,"year field is required",mobile
32055,2022-11-08,courseslanding_start_now.click,NULL,desktop
32058,2022-10-16,courseslanding_start_now.click,NULL,mobile
32162,2022-10-14,courseslanding_start_now.click,NULL,desktop
32555,2022-10-21,checkout_monthly_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
32970,2022-11-14,courseslanding_start_now.click,NULL,mobile
33363,2022-11-04,courseslanding_start_now.click,NULL,desktop
33393,2022-09-02,courseslanding_start_now.click,NULL,desktop
33495,2022-09-19,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
33912,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
34689,2023-01-27,courseslanding_start_now.click,NULL,mobile
34912,2023-01-19,checkout_annual_completepayment.click.fail,"year field is required",desktop
34967,2022-11-06,courseslanding_start_now.click,NULL,desktop
35148,2022-11-02,courseslanding_start_now.click,NULL,desktop
35260,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop
35856,2022-10-04,courseslanding_start_now.click,NULL,mobile
36411,2022-12-22,courseslanding_start_now.click,NULL,desktop
36573,2022-11-08,courseslanding_start_now.click,NULL,desktop
36947,2022-11-21,checkout_coins_completepayment.click.fail,"number field is required",desktop
37013,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
37015,2022-11-30,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
37432,2022-08-30,courseslanding_start_now.click,NULL,mobile
37614,2023-01-19,checkout_annual_completepayment.click.success,NULL,desktop
37700,2022-11-05,courseslanding_start_now.click,NULL,mobile
37777,2022-11-21,checkout_monthly_completepayment.click.fail,"number field is required",desktop
37836,2022-11-05,courseslanding_start_now.click,NULL,desktop
37837,2023-01-29,courseslanding_start_now.click,NULL,desktop
38225,2022-08-07,courseslanding_start_now.click,NULL,desktop
38277,2022-10-27,courseslanding_start_now.click,NULL,mobile
38572,2022-08-11,courseslanding_start_now.click,NULL,mobile
39167,2022-11-09,courseslanding_start_now.click,NULL,desktop
39405,2022-10-17,courseslanding_start_now.click,NULL,desktop
39452,2023-01-29,courseslanding_start_now.click,NULL,desktop
39492,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile
40316,2023-01-30,courseslanding_start_now.click,NULL,desktop
40735,2022-07-25,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
40803,2022-08-27,courseslanding_start_now.click,NULL,mobile
40831,2022-11-01,courseslanding_start_now.click,NULL,desktop
40867,2022-11-30,checkout_monthly_completepayment.click.success,NULL,desktop
41200,2023-01-22,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
41289,2022-07-11,courseslanding_start_now.click,NULL,desktop
42236,2022-10-14,courseslanding_start_now.click,NULL,mobile
42274,2022-12-15,courseslanding_start_now.click,NULL,mobile
42364,2022-10-27,courseslanding_start_now.click,NULL,mobile
42512,2022-07-22,courseslanding_start_now.click,NULL,desktop
42751,2022-12-27,courseslanding_start_now.click,NULL,desktop
42831,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
43005,2022-11-22,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
43168,2022-11-06,checkout_coins_completepayment.click.fail,"number field is required",desktop
43604,2022-09-11,checkout_annual_completepayment.click.success,NULL,mobile
44015,2022-12-22,courseslanding_start_now.click,NULL,desktop
46816,2022-11-05,courseslanding_start_now.click,NULL,desktop
47480,2022-11-02,courseslanding_start_now.click,NULL,desktop
48385,2022-11-08,courseslanding_start_now.click,NULL,mobile
49292,2022-09-24,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
49882,2022-11-27,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
49991,2022-09-17,courseslanding_start_now.click,NULL,desktop
50592,2023-01-10,courseslanding_start_now.click,NULL,mobile
50760,2022-09-16,courseslanding_start_now.click,NULL,mobile
50836,2022-12-15,courseslanding_start_now.click,NULL,mobile
51130,2022-10-09,courseslanding_start_now.click,NULL,mobile
51348,2022-10-03,courseslanding_start_now.click,NULL,desktop
51771,2022-11-06,courseslanding_start_now.click,NULL,desktop
52184,2022-11-07,courseslanding_start_now.click,NULL,mobile
52645,2022-10-15,courseslanding_start_now.click,NULL,desktop
52746,2022-11-15,courseslanding_start_now.click,NULL,mobile
52983,2022-10-15,courseslanding_start_now.click,NULL,desktop
53122,2022-07-26,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
54758,2022-08-31,courseslanding_start_now.click,NULL,desktop
56428,2022-10-23,courseslanding_start_now.click,NULL,desktop
56469,2022-09-25,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
58456,2022-12-02,checkout_annual_completepayment.click.success,NULL,mobile
58558,2022-11-26,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
59138,2022-07-26,courseslanding_start_now.click,NULL,desktop
60411,2022-09-26,checkout_annual_completepayment.click.fail,"month field is required",desktop
60452,2022-07-25,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
61882,2022-11-03,courseslanding_start_now.click,NULL,mobile
63221,2022-08-21,courseslanding_start_now.click,NULL,desktop
63485,2022-10-14,courseslanding_start_now.click,NULL,desktop
63561,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop
63774,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop
64012,2022-08-15,courseslanding_start_now.click,NULL,desktop
64065,2022-09-25,checkout_annual_completepayment.click.success,NULL,desktop
64516,2022-10-15,courseslanding_start_now.click,NULL,desktop
65839,2022-09-19,courseslanding_start_now.click,NULL,mobile
67193,2022-11-03,courseslanding_start_now.click,NULL,mobile
67232,2022-11-03,courseslanding_start_now.click,NULL,desktop
67377,2022-09-30,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
68391,2022-11-15,courseslanding_start_now.click,NULL,mobile
70099,2022-12-13,courseslanding_start_now.click,NULL,desktop
70171,2022-10-24,courseslanding_start_now.click,NULL,mobile
71093,2022-09-11,courseslanding_start_now.click,NULL,desktop
71856,2022-12-09,checkout_lifetime_completepayment.click.success,NULL,desktop
71968,2023-01-23,courseslanding_start_now.click,NULL,desktop
72327,2022-12-15,courseslanding_start_now.click,NULL,desktop
72734,2022-11-09,courseslanding_start_now.click,NULL,desktop
72799,2022-12-23,courseslanding_start_now.click,NULL,mobile
74112,2022-10-31,courseslanding_start_now.click,NULL,mobile
75080,2022-12-22,checkout_annual_completepayment.click.success,NULL,desktop
75397,2022-11-05,courseslanding_start_now.click,NULL,mobile
75464,2022-07-25,courseslanding_start_now.click,NULL,desktop
76939,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop
77444,2022-10-08,courseslanding_start_now.click,NULL,desktop
79427,2022-12-17,courseslanding_start_now.click,NULL,desktop
79553,2022-07-01,courseslanding_start_now.click,NULL,mobile
79697,2022-10-20,courseslanding_start_now.click,NULL,mobile
80699,2022-08-12,courseslanding_start_now.click,NULL,desktop
81453,2022-11-15,courseslanding_start_now.click,NULL,desktop
82953,2022-08-16,courseslanding_start_now.click,NULL,desktop
83266,2022-07-25,checkout_monthly_completepayment.click.fail,"State field is required",desktop
84076,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop
84528,2022-08-11,courseslanding_start_now.click,NULL,mobile
84641,2022-12-16,checkout_quarterly_completepayment.click.success,NULL,desktop
85181,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop
85300,2022-07-03,courseslanding_start_now.click,NULL,desktop
85401,2022-07-28,checkout_annual_completepayment.click.fail,"number field is required",desktop
88122,2022-08-25,courseslanding_start_now.click,NULL,desktop
88208,2023-01-21,checkout_annual_completepayment.click.fail,"number field is required",desktop
88209,2022-09-01,courseslanding_start_now.click,NULL,desktop
88494,2022-12-13,courseslanding_start_now.click,NULL,mobile
88633,2022-08-06,courseslanding_start_now.click,NULL,desktop
89573,2022-10-26,courseslanding_start_now.click,NULL,mobile
89587,2022-07-06,courseslanding_start_now.click,NULL,desktop
89663,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop
91128,2022-07-26,checkout_annual_completepayment.click.success,NULL,desktop
91392,2022-12-21,courseslanding_start_now.click,NULL,desktop
91718,2022-11-06,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
91913,2022-11-02,courseslanding_start_now.click,NULL,desktop
92324,2022-10-15,courseslanding_start_now.click,NULL,desktop
92412,2022-10-03,courseslanding_start_now.click,NULL,desktop
92646,2022-11-11,courseslanding_start_now.click,NULL,desktop
92918,2023-01-29,courseslanding_start_now.click,NULL,desktop
